Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin %,gross income,Rating,Hour,Month,Month_num
750-44-8824,Branche A,Yangon,Normal,Male,Electronic accessories,72.8,4,13.1,304.3,2019-01-15 03:57:50.270270,15:02,Ewallet,291.2,4.5,13.1,8.0,15,January,1
750-52-2916,Branche C,Naypyitaw,Member,Female,Sports and travel,54.66,1,3.12,57.78,2019-01-15 08:14:24.864864,13:22,Cash,54.66,5.7,3.12,4.7,13,January,1
750-49-7081,Branche A,Yangon,Normal,Male,Home and lifestyle,47.11,7,18.14,347.91,2019-01-15 10:22:42.162162,12:35,Cash,329.77,5.5,18.14,5.0,12,January,1
750-52-2395,Branche B,Mandalay,Member,Female,Food and beverages,41.93,10,20.13,439.43,2019-01-15 10:22:42.162162,11:47,Ewallet,419.3,4.8,20.13,4.5,11,January,1
750-19-6083,Branche C,Naypyitaw,Normal,Female,Electronic accessories,44.35,10,19.96,463.46,2019-01-15 14:39:16.756756,19:59,Ewallet,443.5,4.5,19.96,9.8,19,January,1
750-70-1871,Branche A,Yangon,Member,Male,Sports and travel,36.62,2,4.17,77.41,2019-01-15 16:47:34.054054,10:31,Ewallet,73.24,5.7,4.17,4.7,10,January,1
750-64-6291,Branche B,Mandalay,Normal,Male,Food and beverages,37.7,7,12.67,276.57,2019-01-15 16:47:34.054054,12:21,Ewallet,263.9,4.8,12.67,8.8,12,January,1
750-25-9523,Branche B,Mandalay,Member,Male,Food and beverages,21.11,4,4.05,88.49,2019-01-15 18:55:51.351351,17:08,Credit card,84.44,4.8,4.05,9.9,17,January,1
750-27-5066,Branche A,Yangon,Normal,Female,Home and lifestyle,94.79,5,26.07,500.02,2019-01-15 18:55:51.351351,13:34,Cash,473.95,5.5,26.07,5.2,13,January,1
750-14-2764,Branche B,Mandalay,Normal,Male,Food and beverages,56.3,8,21.62,472.02,2019-01-15 23:12:25.945945,16:23,Ewallet,450.4,4.8,21.62,5.7,16,January,1
750-72-9526,Branche A,Yangon,Member,Male,Health and beauty,77.91,10,46.75,825.85,2019-01-16 03:29:00.540540,12:30,Credit card,779.1,6.0,46.75,5.6,12,January,1
750-35-8975,Branche B,Mandalay,Normal,Male,Fashion accessories,80.6,2,8.38,169.58,2019-01-16 05:37:17.837837,13:03,Ewallet,161.2,5.2,8.38,4.1,13,January,1
750-26-7182,Branche B,Mandalay,Member,Female,Food and beverages,32.58,10,15.64,341.44,2019-01-16 07:45:35.135135,15:22,Ewallet,325.8,4.8,15.64,8.3,15,January,1
750-29-4145,Branche C,Naypyitaw,Normal,Male,Food and beverages,28.87,10,13.86,302.56,2019-01-16 12:02:09.729729,11:17,Credit card,288.7,4.8,13.86,4.8,11,January,1
750-65-5886,Branche C,Naypyitaw,Member,Male,Home and lifestyle,39.19,10,21.55,413.45,2019-01-16 12:02:09.729729,14:16,Credit card,391.9,5.5,21.55,8.0,14,January,1
750-45-4055,Branche B,Mandalay,Normal,Female,Home and lifestyle,34.48,4,7.59,145.51,2019-01-16 12:02:09.729729,15:56,Cash,137.92,5.5,7.59,8.8,15,January,1
750-11-4907,Branche C,Naypyitaw,Normal,Male,Health and beauty,40.36,5,12.11,213.91,2019-01-16 12:02:09.729729,10:25,Cash,201.8,6.0,12.11,8.6,10,January,1
750-12-4600,Branche B,Mandalay,Member,Female,Sports and travel,52.76,1,3.01,55.77,2019-01-16 14:10:27.027027,12:19,Credit card,52.76,5.7,3.01,8.4,12,January,1
750-12-1305,Branche C,Naypyitaw,Member,Female,Food and beverages,24.55,7,8.25,180.1,2019-01-16 22:43:36.216216,16:15,Ewallet,171.85,4.8,8.25,9.8,16,January,1
750-70-6587,Branche C,Naypyitaw,Member,Male,Fashion accessories,63.64,10,33.09,669.49,2019-01-16 22:43:36.216216,13:52,Credit card,636.4,5.2,33.09,8.3,13,January,1
750-88-4871,Branche C,Naypyitaw,Member,Female,Sports and travel,78.4,3,13.41,248.61,2019-01-16 22:43:36.216216,10:42,Cash,235.2,5.7,13.41,9.0,10,January,1
750-29-7321,Branche C,Naypyitaw,Normal,Male,Health and beauty,87.18,5,26.15,462.05,2019-01-17 00:51:53.513513,14:03,Ewallet,435.9,6.0,26.15,6.7,14,January,1
750-74-6891,Branche C,Naypyitaw,Member,Male,Home and lifestyle,59.56,7,22.93,439.85,2019-01-17 03:00:10.810810,16:04,Cash,416.92,5.5,22.93,8.9,16,January,1
750-59-2999,Branche A,Yangon,Member,Female,Food and beverages,39.51,1,1.9,41.41,2019-01-17 07:16:45.405405,13:24,Cash,39.51,4.8,1.9,9.9,13,January,1
750-48-7301,Branche B,Mandalay,Member,Male,Health and beauty,30.43,8,14.61,258.05,2019-01-17 07:16:45.405405,11:34,Cash,243.44,6.0,14.61,4.8,11,January,1
750-37-5425,Branche C,Naypyitaw,Normal,Female,Home and lifestyle,13.2,4,2.9,55.7,2019-01-17 13:41:37.297297,13:18,Credit card,52.8,5.5,2.9,5.1,13,January,1
750-90-7563,Branche B,Mandalay,Member,Male,Health and beauty,27.09,3,4.88,86.15,2019-01-17 13:41:37.297297,15:18,Ewallet,81.27,6.0,4.88,8.6,15,January,1
750-50-1791,Branche A,Yangon,Normal,Female,Home and lifestyle,53.5,6,17.66,338.66,2019-01-17 20:06:29.189189,15:15,Credit card,321.0,5.5,17.66,7.4,15,January,1
750-84-3525,Branche B,Mandalay,Member,Female,Health and beauty,65.92,7,27.69,489.13,2019-01-17 22:14:46.486486,18:59,Cash,461.44,6.0,27.69,5.5,18,January,1
750-92-5588,Branche B,Mandalay,Normal,Male,Home and lifestyle,48.38,6,15.97,306.25,2019-01-17 22:14:46.486486,14:26,Cash,290.28,5.5,15.97,4.9,14,January,1
750-28-1434,Branche B,Mandalay,Normal,Female,Sports and travel,26.11,3,4.46,82.79,2019-01-17 22:14:46.486486,17:16,Ewallet,78.33,5.7,4.46,5.6,17,January,1
750-16-3811,Branche C,Naypyitaw,Member,Male,Fashion accessories,59.96,7,21.83,441.55,2019-01-18 00:23:03.783783,18:48,Ewallet,419.72,5.2,21.83,5.8,18,January,1
750-64-8960,Branche C,Naypyitaw,Member,Female,Health and beauty,98.04,1,5.88,103.92,2019-01-18 04:39:38.378378,14:17,Ewallet,98.04,6.0,5.88,4.4,14,January,1
750-45-5754,Branche B,Mandalay,Normal,Female,Sports and travel,28.79,7,11.49,213.02,2019-01-18 06:47:55.675675,12:27,Cash,201.53,5.7,11.49,6.7,12,January,1
750-71-8215,Branche B,Mandalay,Normal,Female,Health and beauty,33.06,10,19.84,350.44,2019-01-18 08:56:12.972972,10:09,Cash,330.6,6.0,19.84,4.5,10,January,1
750-65-1709,Branche C,Naypyitaw,Member,Female,Food and beverages,47.8,3,6.88,150.28,2019-01-18 08:56:12.972972,13:09,Cash,143.4,4.8,6.88,4.6,13,January,1
750-49-1565,Branche A,Yangon,Member,Female,Health and beauty,12.16,8,5.84,103.12,2019-01-18 11:04:30.270270,16:38,Ewallet,97.28,6.0,5.84,6.9,16,January,1
750-86-9063,Branche B,Mandalay,Member,Female,Health and beauty,28.91,5,8.67,153.22,2019-01-18 17:29:22.162162,15:32,Ewallet,144.55,6.0,8.67,9.0,15,January,1
750-87-9737,Branche C,Naypyitaw,Normal,Male,Sports and travel,40.83,9,20.95,388.42,2019-01-18 21:45:56.756756,17:39,Cash,367.47,5.7,20.95,8.1,17,January,1
750-32-4980,Branche B,Mandalay,Normal,Male,Fashion accessories,75.72,5,19.69,398.29,2019-01-18 21:45:56.756756,13:48,Credit card,378.6,5.2,19.69,5.9,13,January,1
750-80-2787,Branche C,Naypyitaw,Member,Male,Electronic accessories,47.71,7,15.03,349.0,2019-01-19 02:02:31.351351,18:14,Cash,333.97,4.5,15.03,7.3,18,January,1
750-58-2381,Branche B,Mandalay,Normal,Female,Health and beauty,35.23,1,2.11,37.34,2019-01-19 04:10:48.648648,16:21,Credit card,35.23,6.0,2.11,7.9,16,January,1
750-25-9955,Branche B,Mandalay,Member,Female,Fashion accessories,27.09,10,14.09,284.99,2019-01-19 04:10:48.648648,16:47,Credit card,270.9,5.2,14.09,6.7,16,January,1
750-31-4831,Branche B,Mandalay,Member,Male,Electronic accessories,92.02,1,4.14,96.16,2019-01-19 08:27:23.243243,16:26,Cash,92.02,4.5,4.14,8.0,16,January,1
750-48-6366,Branche A,Yangon,Normal,Male,Electronic accessories,22.36,4,4.02,93.46,2019-01-19 10:35:40.540540,18:00,Credit card,89.44,4.5,4.02,4.9,18,January,1
750-44-2145,Branche C,Naypyitaw,Normal,Female,Electronic accessories,85.95,10,38.68,898.18,2019-01-19 10:35:40.540540,13:58,Cash,859.5,4.5,38.68,5.3,13,January,1
750-19-8381,Branche C,Naypyitaw,Normal,Male,Fashion accessories,49.77,10,25.88,523.58,2019-01-19 10:35:40.540540,14:47,Cash,497.7,5.2,25.88,4.0,14,January,1
750-57-6408,Branche B,Mandalay,Normal,Male,Home and lifestyle,76.55,8,33.68,646.08,2019-01-19 14:52:15.135135,17:05,Credit card,612.4,5.5,33.68,8.4,17,January,1
750-15-7387,Branche A,Yangon,Normal,Female,Sports and travel,81.44,10,46.42,860.82,2019-01-19 17:00:32.432432,13:11,Ewallet,814.4,5.7,46.42,8.7,13,January,1
750-83-8933,Branche C,Naypyitaw,Normal,Female,Fashion accessories,14.1,3,2.2,44.5,2019-01-19 17:00:32.432432,11:22,Credit card,42.3,5.2,2.2,4.4,11,January,1
750-38-9508,Branche A,Yangon,Normal,Male,Home and lifestyle,73.66,7,28.36,543.98,2019-01-19 17:00:32.432432,16:01,Credit card,515.62,5.5,28.36,8.0,16,January,1
750-47-6322,Branche A,Yangon,Member,Male,Sports and travel,87.98,6,30.09,557.97,2019-01-19 19:08:49.729729,13:16,Cash,527.88,5.7,30.09,6.6,13,January,1
750-67-3637,Branche A,Yangon,Member,Male,Food and beverages,41.71,9,18.02,393.41,2019-01-20 03:41:58.918918,19:28,Ewallet,375.39,4.8,18.02,7.6,19,January,1
750-90-2884,Branche B,Mandalay,Member,Female,Fashion accessories,14.05,10,7.31,147.81,2019-01-20 05:50:16.216216,17:50,Credit card,140.5,5.2,7.31,8.4,17,January,1
750-20-9142,Branche B,Mandalay,Normal,Female,Health and beauty,82.74,10,49.64,877.04,2019-01-20 05:50:16.216216,16:10,Credit card,827.4,6.0,49.64,4.7,16,January,1
750-65-9035,Branche B,Mandalay,Member,Female,Fashion accessories,58.99,3,9.2,186.17,2019-01-20 14:23:25.405405,18:20,Ewallet,176.97,5.2,9.2,8.0,18,January,1
750-95-6431,Branche C,Naypyitaw,Member,Male,Electronic accessories,27.67,4,4.98,115.66,2019-01-20 14:23:25.405405,11:29,Ewallet,110.68,4.5,4.98,9.1,11,January,1
750-76-7026,Branche A,Yangon,Member,Male,Electronic accessories,69.61,9,28.19,654.68,2019-01-20 14:23:25.405405,15:36,Cash,626.49,4.5,28.19,7.5,15,January,1
750-12-6558,Branche B,Mandalay,Member,Female,Fashion accessories,40.18,5,10.45,211.35,2019-01-20 14:23:25.405405,20:53,Ewallet,200.9,5.2,10.45,6.8,20,January,1
750-24-1179,Branche A,Yangon,Member,Male,Fashion accessories,46.25,2,4.81,97.31,2019-01-20 14:23:25.405405,11:46,Ewallet,92.5,5.2,4.81,7.4,11,January,1
750-74-7734,Branche A,Yangon,Member,Female,Sports and travel,84.48,10,48.15,892.95,2019-01-20 16:31:42.702702,13:17,Ewallet,844.8,5.7,48.15,6.5,13,January,1
750-54-1589,Branche C,Naypyitaw,Normal,Male,Health and beauty,86.45,1,5.19,91.64,2019-01-20 22:56:34.594594,14:05,Ewallet,86.45,6.0,5.19,7.0,14,January,1
750-19-8414,Branche A,Yangon,Member,Male,Electronic accessories,73.57,6,19.86,461.28,2019-01-21 01:04:51.891891,14:13,Credit card,441.42,4.5,19.86,4.2,14,January,1
750-55-2701,Branche B,Mandalay,Normal,Female,Sports and travel,14.46,5,4.12,76.42,2019-01-21 03:13:09.189189,16:52,Cash,72.3,5.7,4.12,4.8,16,January,1
750-66-4057,Branche B,Mandalay,Member,Female,Health and beauty,76.42,8,36.68,648.04,2019-01-21 05:21:26.486486,12:15,Cash,611.36,6.0,36.68,5.5,12,January,1
750-38-6834,Branche A,Yangon,Member,Female,Home and lifestyle,19.49,2,2.14,41.12,2019-01-21 05:21:26.486486,13:01,Ewallet,38.98,5.5,2.14,8.9,13,January,1
750-18-9789,Branche B,Mandalay,Member,Male,Fashion accessories,35.5,9,16.61,336.11,2019-01-21 07:29:43.783783,20:25,Credit card,319.5,5.2,16.61,6.7,20,January,1
750-43-1794,Branche C,Naypyitaw,Normal,Female,Health and beauty,62.44,8,29.97,529.49,2019-01-21 13:54:35.675675,19:39,Ewallet,499.52,6.0,29.97,4.4,19,January,1
750-92-9080,Branche B,Mandalay,Normal,Male,Food and beverages,44.2,10,21.22,463.22,2019-01-21 16:02:52.972972,12:59,Cash,442.0,4.8,21.22,7.9,12,January,1
750-21-6149,Branche C,Naypyitaw,Normal,Female,Home and lifestyle,31.81,5,8.75,167.8,2019-01-21 16:02:52.972972,11:00,Credit card,159.05,5.5,8.75,9.5,11,January,1
750-82-4123,Branche A,Yangon,Member,Male,Sports and travel,61.07,3,10.44,193.65,2019-01-21 18:11:10.270270,13:02,Credit card,183.21,5.7,10.44,8.7,13,January,1
750-57-7834,Branche C,Naypyitaw,Normal,Female,Fashion accessories,94.1,6,29.36,593.96,2019-01-21 18:11:10.270270,18:25,Credit card,564.6,5.2,29.36,9.6,18,January,1
750-28-8332,Branche B,Mandalay,Normal,Female,Electronic accessories,49.97,8,17.99,417.75,2019-01-21 18:11:10.270270,16:31,Ewallet,399.76,4.5,17.99,5.8,16,January,1
750-21-2361,Branche A,Yangon,Member,Female,Health and beauty,18.08,3,3.25,57.49,2019-01-21 18:11:10.270270,12:03,Ewallet,54.24,6.0,3.25,4.2,12,January,1
750-54-6440,Branche A,Yangon,Normal,Female,Sports and travel,45.67,7,18.22,337.91,2019-01-21 20:19:27.567567,13:10,Credit card,319.69,5.7,18.22,5.7,13,January,1
750-22-2043,Branche B,Mandalay,Member,Female,Food and beverages,18.7,7,6.28,137.18,2019-01-21 20:19:27.567567,18:52,Credit card,130.9,4.8,6.28,7.4,18,January,1
750-83-2942,Branche A,Yangon,Member,Female,Food and beverages,12.51,3,1.8,39.33,2019-01-21 20:19:27.567567,12:32,Ewallet,37.53,4.8,1.8,5.9,12,January,1
750-27-8962,Branche C,Naypyitaw,Member,Male,Fashion accessories,21.41,5,5.57,112.62,2019-01-21 20:19:27.567567,11:20,Credit card,107.05,5.2,5.57,8.1,11,January,1
750-18-7854,Branche A,Yangon,Member,Male,Electronic accessories,87.37,2,7.86,182.6,2019-01-21 20:19:27.567567,20:10,Ewallet,174.74,4.5,7.86,9.6,20,January,1
750-40-1981,Branche C,Naypyitaw,Member,Male,Health and beauty,52.46,4,12.59,222.43,2019-01-21 22:27:44.864864,15:34,Ewallet,209.84,6.0,12.59,5.0,15,January,1
750-15-4414,Branche B,Mandalay,Member,Female,Health and beauty,44.49,5,13.35,235.8,2019-01-22 07:00:54.054054,19:30,Cash,222.45,6.0,13.35,6.9,19,January,1
750-60-2550,Branche C,Naypyitaw,Normal,Female,Food and beverages,45.63,5,10.95,239.1,2019-01-22 09:09:11.351351,18:29,Ewallet,228.15,4.8,10.95,8.1,18,January,1
750-85-8670,Branche B,Mandalay,Normal,Male,Health and beauty,42.2,5,12.66,223.66,2019-01-22 09:09:11.351351,18:57,Cash,211.0,6.0,12.66,9.0,18,January,1
750-38-7268,Branche B,Mandalay,Normal,Female,Health and beauty,83.24,2,9.99,176.47,2019-01-22 13:25:45.945945,18:06,Ewallet,166.48,6.0,9.99,9.5,18,January,1
750-97-6327,Branche A,Yangon,Member,Male,Sports and travel,46.66,6,15.96,295.92,2019-01-22 13:25:45.945945,17:26,Ewallet,279.96,5.7,15.96,9.3,17,January,1
750-16-1985,Branche B,Mandalay,Normal,Male,Home and lifestyle,72.04,10,39.62,760.02,2019-01-22 15:34:03.243243,20:26,Credit card,720.4,5.5,39.62,9.3,20,January,1
750-94-8399,Branche B,Mandalay,Member,Male,Electronic accessories,45.55,2,4.1,95.2,2019-01-22 15:34:03.243243,14:36,Ewallet,91.1,4.5,4.1,4.9,14,January,1
750-29-5130,Branche A,Yangon,Normal,Female,Health and beauty,60.75,5,18.22,321.97,2019-01-22 17:42:20.540540,16:05,Cash,303.75,6.0,18.22,6.9,16,January,1
750-43-8696,Branche A,Yangon,Normal,Female,Food and beverages,72.73,7,24.44,533.55,2019-01-22 17:42:20.540540,19:10,Cash,509.11,4.8,24.44,9.2,19,January,1
750-26-3024,Branche B,Mandalay,Normal,Male,Health and beauty,22.17,1,1.33,23.5,2019-01-23 02:15:29.729729,14:53,Cash,22.17,6.0,1.33,4.4,14,January,1
750-37-7030,Branche B,Mandalay,Normal,Male,Health and beauty,84.94,8,40.77,720.29,2019-01-23 02:15:29.729729,12:47,Credit card,679.52,6.0,40.77,7.3,12,January,1
750-45-9530,Branche B,Mandalay,Member,Female,Electronic accessories,32.23,10,14.5,336.8,2019-01-23 02:15:29.729729,14:55,Credit card,322.3,4.5,14.5,5.3,14,January,1
750-43-6882,Branche A,Yangon,Normal,Female,Health and beauty,84.84,3,15.27,269.79,2019-01-23 04:23:47.027027,13:52,Credit card,254.52,6.0,15.27,4.4,13,January,1
750-32-9556,Branche A,Yangon,Normal,Female,Food and beverages,10.54,5,2.53,55.23,2019-01-23 06:32:04.324324,15:11,Cash,52.7,4.8,2.53,9.0,15,January,1
750-64-4081,Branche B,Mandalay,Member,Male,Electronic accessories,27.7,1,1.25,28.95,2019-01-23 08:40:21.621621,15:08,Cash,27.7,4.5,1.25,9.4,15,January,1
750-23-1813,Branche C,Naypyitaw,Member,Male,Food and beverages,35.58,7,11.95,261.01,2019-01-23 10:48:38.918918,19:45,Ewallet,249.06,4.8,11.95,8.9,19,January,1
750-45-5511,Branche A,Yangon,Member,Male,Home and lifestyle,14.93,2,1.64,31.5,2019-01-23 10:48:38.918918,19:01,Ewallet,29.86,5.5,1.64,9.3,19,January,1
750-67-4154,Branche B,Mandalay,Normal,Male,Sports and travel,36.05,3,6.16,114.31,2019-01-23 10:48:38.918918,15:32,Cash,108.15,5.7,6.16,7.4,15,January,1
750-50-1058,Branche C,Naypyitaw,Normal,Female,Health and beauty,88.57,8,42.51,751.07,2019-01-23 12:56:56.216216,16:47,Credit card,708.56,6.0,42.51,9.2,16,January,1
750-11-6922,Branche C,Naypyitaw,Normal,Female,Fashion accessories,17.21,7,6.26,126.73,2019-01-23 15:05:13.513513,15:07,Ewallet,120.47,5.2,6.26,8.6,15,January,1
750-74-6698,Branche A,Yangon,Normal,Male,Home and lifestyle,74.09,7,28.52,547.15,2019-01-23 17:13:30.810810,12:48,Credit card,518.63,5.5,28.52,8.9,12,January,1
750-54-7850,Branche B,Mandalay,Member,Male,Sports and travel,27.59,7,11.01,204.14,2019-01-23 17:13:30.810810,10:11,Credit card,193.13,5.7,11.01,5.0,10,January,1
750-59-6902,Branche B,Mandalay,Member,Male,Home and lifestyle,51.22,4,11.27,216.15,2019-01-23 21:30:05.405405,15:52,Credit card,204.88,5.5,11.27,4.0,15,January,1
750-33-5899,Branche C,Naypyitaw,Member,Female,Electronic accessories,56.67,10,25.5,592.2,2019-01-23 23:38:22.702702,12:39,Cash,566.7,4.5,25.5,5.7,12,January,1
750-95-3372,Branche A,Yangon,Member,Female,Fashion accessories,28.14,5,7.32,148.02,2019-01-24 01:46:40.000000,19:31,Credit card,140.7,5.2,7.32,7.2,19,January,1
750-34-8970,Branche A,Yangon,Normal,Male,Fashion accessories,77.66,9,36.34,735.28,2019-01-24 06:03:14.594594,15:37,Cash,698.94,5.2,36.34,7.1,15,January,1
750-28-9024,Branche C,Naypyitaw,Normal,Male,Home and lifestyle,27.88,9,13.8,264.72,2019-01-24 08:11:31.891891,11:14,Cash,250.92,5.5,13.8,9.8,11,January,1
750-35-7194,Branche A,Yangon,Normal,Female,Food and beverages,93.02,6,26.79,584.91,2019-01-24 10:19:49.189189,13:06,Ewallet,558.12,4.8,26.79,7.8,13,January,1
750-48-4312,Branche A,Yangon,Member,Female,Food and beverages,27.66,5,6.64,144.94,2019-01-24 10:19:49.189189,19:25,Ewallet,138.3,4.8,6.64,6.5,19,January,1
750-43-7556,Branche A,Yangon,Normal,Female,Health and beauty,82.79,8,39.74,702.06,2019-01-24 12:28:06.486486,10:04,Credit card,662.32,6.0,39.74,7.5,10,January,1
750-54-4881,Branche A,Yangon,Member,Male,Sports and travel,28.38,5,8.09,149.99,2019-01-24 12:28:06.486486,19:05,Ewallet,141.9,5.7,8.09,9.6,19,January,1
750-34-9522,Branche B,Mandalay,Normal,Female,Food and beverages,75.16,8,28.86,630.14,2019-01-24 14:36:23.783783,13:48,Credit card,601.28,4.8,28.86,6.4,13,January,1
750-39-7457,Branche A,Yangon,Member,Female,Health and beauty,29.47,8,14.15,249.91,2019-01-24 14:36:23.783783,11:20,Ewallet,235.76,6.0,14.15,8.0,11,January,1
750-45-8343,Branche B,Mandalay,Normal,Female,Electronic accessories,38.23,7,12.04,279.65,2019-01-24 14:36:23.783783,20:36,Cash,267.61,4.5,12.04,7.2,20,January,1
750-48-5443,Branche C,Naypyitaw,Normal,Female,Sports and travel,40.69,2,4.64,86.02,2019-01-24 16:44:41.081081,17:03,Credit card,81.38,5.7,4.64,7.2,17,January,1
750-45-5468,Branche B,Mandalay,Normal,Male,Health and beauty,94.13,4,22.59,399.11,2019-01-24 18:52:58.378378,17:11,Credit card,376.52,6.0,22.59,8.1,17,January,1
750-67-1085,Branche A,Yangon,Normal,Female,Sports and travel,82.08,6,28.07,520.55,2019-01-24 18:52:58.378378,19:15,Cash,492.48,5.7,28.07,8.7,19,January,1
750-36-3479,Branche C,Naypyitaw,Normal,Male,Health and beauty,18.73,5,5.62,99.27,2019-01-24 21:01:15.675675,15:11,Cash,93.65,6.0,5.62,9.3,15,January,1
750-10-1429,Branche B,Mandalay,Member,Male,Food and beverages,31.67,6,9.12,199.14,2019-01-25 01:17:50.270270,18:01,Cash,190.02,4.8,9.12,8.4,18,January,1
750-64-2844,Branche C,Naypyitaw,Normal,Male,Food and beverages,44.99,2,4.32,94.3,2019-01-25 01:17:50.270270,14:49,Cash,89.98,4.8,4.32,5.0,14,January,1
750-38-8279,Branche B,Mandalay,Normal,Male,Electronic accessories,56.77,4,10.22,237.3,2019-01-25 05:34:24.864864,16:38,Cash,227.08,4.5,10.22,6.1,16,January,1
750-58-8815,Branche A,Yangon,Member,Male,Food and beverages,67.13,4,12.89,281.41,2019-01-25 05:34:24.864864,14:27,Cash,268.52,4.8,12.89,9.6,14,January,1
750-88-1578,Branche C,Naypyitaw,Normal,Female,Sports and travel,37.93,9,19.46,360.83,2019-01-25 05:34:24.864864,12:12,Credit card,341.37,5.7,19.46,8.9,12,January,1
750-70-5076,Branche A,Yangon,Normal,Female,Electronic accessories,97.82,7,30.81,715.55,2019-01-25 07:42:42.162162,17:43,Credit card,684.74,4.5,30.81,9.9,17,January,1
750-10-7457,Branche A,Yangon,Normal,Female,Home and lifestyle,95.43,6,31.49,604.07,2019-01-25 11:59:16.756756,12:11,Ewallet,572.58,5.5,31.49,4.9,12,January,1
750-19-3628,Branche C,Naypyitaw,Member,Female,Home and lifestyle,71.12,4,15.65,300.13,2019-01-25 16:15:51.351351,16:41,Credit card,284.48,5.5,15.65,9.1,16,January,1
750-27-7584,Branche C,Naypyitaw,Normal,Male,Fashion accessories,70.79,5,18.41,372.36,2019-01-25 18:24:08.648648,14:52,Ewallet,353.95,5.2,18.41,8.6,14,January,1
750-11-5946,Branche C,Naypyitaw,Member,Female,Sports and travel,63.95,1,3.65,67.6,2019-01-25 20:32:25.945945,12:09,Ewallet,63.95,5.7,3.65,5.1,12,January,1
750-80-7997,Branche A,Yangon,Normal,Male,Health and beauty,42.44,3,7.64,134.96,2019-01-25 22:40:43.243243,13:14,Credit card,127.32,6.0,7.64,10.0,13,January,1
750-87-2438,Branche B,Mandalay,Member,Female,Sports and travel,72.65,4,16.56,307.16,2019-01-26 00:49:00.540540,11:11,Cash,290.6,5.7,16.56,8.5,11,January,1
750-88-4231,Branche C,Naypyitaw,Normal,Male,Sports and travel,39.71,6,13.58,251.84,2019-01-26 00:49:00.540540,15:49,Cash,238.26,5.7,13.58,7.3,15,January,1
750-45-7238,Branche C,Naypyitaw,Normal,Female,Health and beauty,97.24,4,23.34,412.3,2019-01-26 05:05:35.135135,17:24,Cash,388.96,6.0,23.34,9.4,17,January,1
750-84-3517,Branche C,Naypyitaw,Normal,Male,Home and lifestyle,37.22,3,6.14,117.8,2019-01-26 22:11:53.513513,13:49,Cash,111.66,5.5,6.14,5.7,13,January,1
750-86-4613,Branche C,Naypyitaw,Normal,Male,Electronic accessories,61.21,5,13.77,319.82,2019-01-27 00:20:10.810810,13:18,Credit card,306.05,4.5,13.77,8.8,13,January,1
750-53-6274,Branche A,Yangon,Member,Male,Food and beverages,91.86,1,4.41,96.27,2019-01-27 00:20:10.810810,10:55,Cash,91.86,4.8,4.41,8.2,10,January,1
750-68-7211,Branche C,Naypyitaw,Normal,Female,Sports and travel,85.79,2,9.78,181.36,2019-01-27 00:20:10.810810,12:16,Credit card,171.58,5.7,9.78,7.0,12,January,1
750-89-1362,Branche A,Yangon,Normal,Female,Sports and travel,62.7,5,17.87,331.37,2019-01-27 06:45:02.702702,17:15,Ewallet,313.5,5.7,17.87,9.1,17,January,1
750-88-8340,Branche A,Yangon,Member,Female,Electronic accessories,18.55,3,2.5,58.15,2019-01-27 06:45:02.702702,16:01,Cash,55.65,4.5,2.5,6.7,16,January,1
750-96-7787,Branche A,Yangon,Normal,Male,Fashion accessories,31.13,5,8.09,163.74,2019-01-27 08:53:20.000000,18:02,Cash,155.65,5.2,8.09,5.8,18,January,1
750-83-5917,Branche C,Naypyitaw,Member,Female,Electronic accessories,10.38,4,1.87,43.39,2019-01-27 08:53:20.000000,12:04,Ewallet,41.52,4.5,1.87,6.4,12,January,1
750-45-6025,Branche B,Mandalay,Member,Female,Fashion accessories,59.4,4,12.36,249.96,2019-01-27 11:01:37.297297,13:59,Ewallet,237.6,5.2,12.36,9.2,13,January,1
750-57-9323,Branche C,Naypyitaw,Member,Female,Sports and travel,19.89,1,1.13,21.02,2019-01-27 11:01:37.297297,17:53,Cash,19.89,5.7,1.13,9.3,17,January,1
750-65-6255,Branche A,Yangon,Normal,Male,Home and lifestyle,99.06,9,49.03,940.57,2019-01-27 13:09:54.594594,12:23,Ewallet,891.54,5.5,49.03,6.1,12,January,1
750-46-6773,Branche C,Naypyitaw,Member,Female,Electronic accessories,69.35,10,31.21,724.71,2019-01-27 19:34:46.486486,18:35,Ewallet,693.5,4.5,31.21,8.9,18,January,1
750-46-7266,Branche C,Naypyitaw,Member,Male,Sports and travel,46.13,3,7.89,146.28,2019-01-27 21:43:03.783783,14:29,Ewallet,138.39,5.7,7.89,9.6,14,January,1
750-45-6623,Branche B,Mandalay,Normal,Female,Health and beauty,23.85,3,4.29,75.84,2019-01-27 21:43:03.783783,20:15,Ewallet,71.55,6.0,4.29,7.1,20,January,1
750-36-4266,Branche A,Yangon,Member,Female,Home and lifestyle,97.96,3,16.16,310.04,2019-01-27 23:51:21.081081,17:59,Credit card,293.88,5.5,16.16,4.1,17,January,1
750-84-5482,Branche B,Mandalay,Member,Female,Fashion accessories,55.3,9,25.88,523.58,2019-01-28 04:07:55.675675,18:49,Ewallet,497.7,5.2,25.88,6.2,18,January,1
